2021-02-03.txt	1	URL	hxxp://83.166.240.180/plot.php
2021-02-03.txt	1	URL	hxxp://vdsappauthservice.net
2021-02-03.txt	1	URL	https://www.sonicwall.comsupport/product-notification/urgent-security-notice-sonicwall-confirms-sma-100-series-10-x-zero-day-vulnerability-feb-1-2-p-m-cst/210122173415410
2021-02-03.txt	1	IP	83.166.240.180
2021-02-03.txt	1	IP	13.53.208.18
2021-02-03.txt	1	IP	51.77.140.110
2021-02-03.txt	1	IP	192.95.30.65
2021-02-03.txt	1	IP	119.29.27.246
2021-02-03.txt	1	Filename	rkftl.exe
2021-02-03.txt	1	Host	vdsappauthservice.net
2021-02-03.txt	1	SHA256	aa3aefa7fd21fa68c207ff0539fd5fd76bc8e4db3d6fdb5542c61f45062c9989
2021-02-03.txt	1	SHA256	8b9f8909f07f7ca5a6eb72093f2cb7e5f0981fff809f06433f7ef968c4d0530d
2021-02-03.txt	1	CVE	CVE-2021-3156
2021-02-03.txt	1	CVE	CVE-2020-1350
2021-02-03.txt	1	CVE	CVE-2019-3396
2021-02-03.txt	1	CVE	CVE-2019-11581
2021-02-03.txt	1	CVE	CVE-2012-3152
2021-02-03.txt	1	MD5	562122123e57a63766737aab096d8d3c
